Country Name,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Italy,2.859971864,3.191960628,4.194377308,3.388383454,1.985774943,1.538447558,0.834275454,-0.852805764,2.151023638,2.886836759,1.266784802,1.830212234,1.810615162,1.625727599,3.786955143,1.951371556,0.253942999,0.138626891,1.423594158,0.817848974,1.790639681,1.48707298,-0.962012841,-5.280937208,1.713295839,0.707333347,-2.980905768,-1.841065451,-0.004547542,0.778304351,1.293462732,1.667859041,0.925810941,0.483198317,-8.974192121,8.310239908,3.985897443,0.920692214
Jamaica,1.882588185,7.850354827,3.974302015,7.173304346,4.200535115,4.838238753,1.955542502,9.417102567,1.383389803,2.349957041,-0.113731206,-1.140459872,-2.334553543,1.047673871,0.878703548,1.344929564,1.997290944,3.666317593,1.3237251,0.893797936,2.89912535,1.431954037,-0.811736703,-4.345301858,-1.457147209,1.730376267,-0.61363604,0.517686013,0.689822357,0.921487125,1.375223064,0.997123062,1.889923681,0.892291654,-9.920322451,4.6014245,5.221519852,2.200061472
Jordan,5.504634251,2.323274371,1.462169823,-10.72921928,-0.275903906,1.608531067,14.34977606,4.48698978,4.9714767,6.200874444,2.087020782,3.308475383,3.01217269,3.389530794,4.245711921,5.269957575,5.783807927,4.161667555,8.567214242,8.146594811,8.092975278,8.176169952,7.220386373,5.023710073,2.314834221,2.737179886,2.429358001,2.609947375,3.384078099,2.496528793,1.994180849,2.473598154,1.919072636,1.751239059,-1.102751883,3.65564191,2.428073305,2.61548743
Japan,3.294047613,4.648861398,6.661636522,4.925785413,4.840929057,3.523357235,0.900586066,-0.459219716,1.083383174,2.630999616,3.133870993,0.981228732,-1.270330495,-0.333929958,2.764647551,0.386103426,0.041962499,1.535125499,2.186115694,1.803900872,1.372350128,1.483969412,-1.224289001,-5.693236359,4.097917919,0.023809524,1.374750999,2.005100177,0.296205514,1.560626697,0.753826746,1.675331752,0.643391023,-0.402169201,-4.147118899,2.559320239,0.954736938,1.923055531
Kazakhstan,,,,,,-11,-5.299999999,-9.200000002,-12.6,-8.200000001,0.500000002,1.699999999,-1.899999999,2.699999998,9.800000002,13.5,9.8,9.3,9.600000001,9.699999999,10.7,8.9,3.3,1.199999999,7.300000003,7.400000001,4.799999995,5.999999997,4.200000006,1.200000001,1.099999999,4.100000003,4.099999993,4.500000001,-2.499999996,4.299999997,3.2,5.1
Kenya,7.177555391,5.937107444,6.203183823,4.690348768,4.192050972,1.438346792,-0.799493959,0.353197256,2.632784518,4.406216525,4.146839269,0.474901921,3.290213722,2.305388595,0.599695391,3.779906498,0.54685953,2.932475546,5.104299776,5.90666608,6.4724943,6.85072977,0.232282745,3.306939816,8.058473603,5.12110612,4.568679614,3.797848393,5.020111002,4.967721128,4.213517068,3.837958174,5.647946407,5.114158858,-0.272766327,7.590489473,4.846634856,5.425816151
Kyrgyz Republic,,3.299968372,13.20003006,2.789750939,5.702796633,-7.943925238,-13.8378378,-15.45932822,-20.08515884,-5.423821922,7.084502395,9.915253896,2.121835285,3.6557894,5.443336633,5.321621412,-0.017324613,7.030293197,7.026812425,-0.175515404,3.102898742,8.542874775,8.401616049,2.886294575,-0.471566597,5.956274297,-0.0881502,10.91546945,4.024038631,3.875825445,4.335855922,4.739937224,3.757910136,4.600625657,-7.148977577,5.507007627,8.9675052,6.151391837
Cambodia,3.800818008,21.53151927,11.97690888,3.479383185,1.162311848,7.591297938,7.017538378,4.098370804,-34.80863877,9.903468901,5.897505607,4.006621079,4.681632104,12.70538114,9.993580323,8.148386097,6.578939499,8.50589556,10.34052877,13.25008691,10.77108367,10.21257391,6.691577476,0.086696959,5.963078573,7.069569946,7.313345506,7.356665149,7.1425711,6.965797817,6.933313972,6.9969037,7.469169208,7.054106932,-3.096006731,3.026389364,5.239810289,5.4
Kiribati,-2.205882353,1.503759398,21.48148148,-7.317073171,-5.921052632,-5.594405594,23.7037037,0,1.796407186,2.941176471,0,1.142857143,3.95480226,-3.804347826,6.779661017,-3.174603175,1.639344262,-1.612903226,-0.546448087,1.098901099,5.97826087,3.076923077,-2.985074627,0.512820513,1.020408163,3.535353535,5.853658537,7.373271889,1.287553648,11.44067797,7.224334601,3.546099291,3.424657534,3.311258278,-0.641025641,8.709677419,3.857566766,4.285714286
St. Kitts and Nevis,10.85699385,6.550345228,9.225374976,5.479794077,4.877251516,-1.864689129,4.268973825,6.801949416,5.301719051,5.383142657,5.842838026,6.823966776,-0.486745779,3.219886422,10.04280842,5.25344983,1.367715073,-3.93339486,3.996346661,9.732820703,3.1503812,0.600602327,11.17852797,-3.379306113,0.043977654,1.616607304,-0.525762355,5.709822978,7.365561708,0.694135528,3.932703193,0.220941147,2.003525498,2.831267379,-15.35445176,0.479678357,10.52284928,3.431152293
"Korea, Rep.",11.3272612,12.72369212,11.98771556,7.072893605,9.877552502,10.77805613,6.198642798,6.877474129,9.268666338,9.614565393,7.890703326,6.170552427,-5.129448165,11.46694243,9.060833325,4.852399572,7.725142675,3.147291194,5.197391363,4.308542714,5.264326595,5.799548415,3.012984873,0.79269899,6.804824918,3.685667782,2.402530992,3.164708636,3.202453795,2.809103268,2.946881715,3.15963574,2.907403774,2.24397786,-0.709415359,4.304734819,2.612672192,1.356733243
Kuwait,8.567712568,8.146151539,-10.052617,25.89285714,-26.22889252,-41.00779067,82.80932903,33.99046756,8.436165645,4.858291252,0.605127159,2.473325258,3.662054728,-1.789009125,4.694581871,0.213332576,3.014283152,17.32602042,10.24029806,10.60904498,7.514773,5.991575511,2.479756943,-7.076056431,-2.370548047,9.628516604,6.626252425,1.149212861,0.500917356,0.592771759,2.926076261,-4.712223765,2.433978939,1.38146368,-5.274020605,1.69762483,6.138252785,-2.230093463
Latin America & Caribbean (excluding high income),3.368129776,3.163680051,0.357680047,1.395976952,-0.468439358,2.803009777,2.136598069,4.353805654,5.266150566,0.415309163,3.871332533,5.282832108,2.785513059,0.527478037,3.621212847,0.17585231,0.367566911,2.407029898,5.274218794,3.988954824,5.252942337,5.335291555,3.739808228,-2.406389797,6.672067644,4.425303457,2.371156394,2.765408197,1.295885987,0.292573684,-0.483657125,2.017471619,1.565340777,0.665471963,-6.542686148,6.814466462,3.877052645,2.151256544
Lao PDR,4.885133263,-1.425792383,-2.010201053,14.19063663,6.704578691,4.296563641,5.559857768,5.912556554,8.159018533,7.031254324,6.928323728,6.872091271,3.967608092,7.306376071,5.798782329,5.75141288,5.918743684,6.067002303,6.35769548,7.107568368,8.619266208,7.596828801,7.824902763,7.501774912,8.526905517,8.03865268,8.026098435,8.026300227,7.61196344,7.270065844,7.022836255,6.892530873,6.247960008,5.457735092,0.503031829,2.528351005,2.707426526,3.745681402
Lebanon,,,,-42.45111822,26.53316009,49.44737918,16.4383457,10.7656698,8.105241977,6.44886257,11.28593572,1.054966667,3.665723785,-0.525584635,1.34187162,3.839669277,3.423149828,3.227098269,6.679444616,2.68577931,1.549515001,9.310622526,9.069128268,10.23215558,7.975135558,0.867339879,2.564791337,3.827873499,2.484060105,0.462320793,1.554549409,0.903028464,-1.884705756,-6.914924729,-21.39989969,-7.001238625,-0.621678971,
Liberia,-1.6785981,-1.001600753,-2.041898168,-26.66844934,-51.03086495,-14.22521176,-35.08568109,-32.9753915,-21.7623498,-4.266211604,12.12121212,106.2798092,30.20813102,21.74144788,28.61593335,2.920274766,3.763017617,-30.14513273,2.619846895,5.281212453,8.043909972,9.535275363,7.145691128,5.300540503,6.09982524,8.200768225,7.993814446,8.687287816,0.7013931,-0.01856497,-1.554958617,2.45515592,1.157575122,-2.467297635,-2.982491276,4.986712835,4.808105173,4.711025384
Libya,-11.35250632,-14.70205317,7.57902336,7.199417145,3.720131635,15.65513169,-2.712274117,-3.763192618,1.934786724,-2.220406951,2.134123187,5.212671027,-3.552244712,0.749659246,3.679270408,-1.762838871,-0.958897333,13.01603725,4.461638996,11.87075652,6.50052542,6.229982786,-0.162048239,-4.400181763,5.027247672,-50.33851514,86.82674844,-17.99796157,-23.04280583,-0.842656252,-1.490941117,32.49180219,7.941367853,-5.994783943,-58.31823042,153.4926407,1.336148097,-1.672589946
St. Lucia,14.4020193,3.923731385,13.89966384,8.981004203,9.89070153,0.375678029,7.95307536,0.583199758,1.598560162,1.748225865,2.922587957,-0.694130142,6.286471215,2.670603511,0.048748554,-3.408063962,0.416450493,4.264611487,7.26740887,-0.410304726,6.195257291,1.691618574,4.94932194,-2.828899548,0.330018546,4.326942805,-0.108756148,-2.005024374,1.520673444,0.102115735,3.427865368,3.379628568,2.886779022,-0.65396,-24.5044,12.22991,18.07538,3.19001
Latin America & Caribbean,3.47847027,3.301947191,0.61019251,1.71120492,-0.378314422,2.947664426,2.570719816,4.395173086,5.226183601,0.828610692,3.968157968,5.390491607,2.979827809,0.679480476,3.609968867,0.453271766,0.464241186,2.45501149,5.435783683,3.931813629,5.129489942,5.181815476,3.640487793,-2.279091936,6.388674472,4.395543068,2.566619511,2.760268493,1.336538436,0.407853688,-0.334793598,1.889825233,1.571706298,0.718740959,-6.649245673,6.996791927,3.987930947,2.153083954
Least developed countries: UN classification,3.423422323,4.20180733,2.751064127,1.761043499,0.026744341,1.758897315,0.448878275,-0.234339664,0.755055319,5.821499546,5.614332253,5.394690841,4.032446047,4.077333323,4.347244038,4.88560435,5.278264062,4.991131567,6.380883202,7.425536613,6.871564699,7.265627056,6.44492278,4.258714812,6.23843488,3.208453878,3.147317265,5.701096755,5.615400548,2.683764303,3.674366914,4.478174656,4.557900801,5.006065947,-0.06707583,2.772175535,4.630417956,3.71887839
Low income,2.664086924,5.105681123,3.537776311,-0.110798664,-2.76313982,1.23481383,0.040932362,1.09332973,1.584285424,5.077581613,5.764135391,6.194924509,4.056316964,2.673228778,3.202703596,4.326050752,4.838812056,4.870497655,6.13893208,6.579886995,5.92097,6.116903221,5.542126313,4.154478075,6.982844241,0.785974727,-3.21602082,3.291082558,4.390795715,-0.569703594,2.023147228,3.038697218,3.416135893,4.233606104,0.344386863,2.069746686,3.736941965,3.005654742
Liechtenstein,3.999999999,9.230767985,5.633798306,4.491985307,2.252870969,1.801170076,3.608293844,4.332101206,6.866144132,5.8755504,6.9053018,7.225134855,7.761262837,10.4109232,3.220193082,-0.733092455,-0.993919947,-1.937565341,3.039172103,4.828076777,8.644968573,3.325963509,1.798088478,-1.15748292,,,,,,,,,,,,,,
Sri Lanka,4.355546917,1.725610693,2.472685038,2.299301412,6.399995311,4.599987244,4.399991252,6.900063251,5.599918725,5.500085234,3.799967206,6.405399696,4.698423048,4.300540498,6.000033158,-1.545408134,3.964675685,5.940269078,5.445061279,6.241748044,7.668291901,6.796826119,5.950088145,3.538912053,8.01596737,8.669483012,8.63218138,4.051746329,6.377978893,4.205955476,5.053624893,6.460681271,2.310084252,-0.220483886,-4.624515816,4.207485977,-7.346764384,-2.298045112
Lower middle income,3.852323733,3.612482505,6.705127588,3.677677831,5.120127452,2.097692229,3.695527179,2.354499693,4.012834655,5.11675965,6.346908291,3.975644205,4.526386286,5.359801121,4.206035507,4.344863668,4.512912905,5.939667475,7.083800672,6.705588215,6.961325847,6.893225713,4.583618133,5.945314194,6.862810353,4.754317781,5.161024514,5.674443827,6.112484282,5.933648596,5.692524361,5.457190539,5.438936722,4.056323163,-3.585309431,6.651350609,5.822306681,5.291647256
Low & middle income,3.686771044,4.658617875,4.086719094,3.065823104,3.131704504,2.818942547,4.240782086,5.018026746,5.1206191,4.575979689,6.220873741,5.638310603,3.299850178,3.641693365,5.531175786,3.631331409,4.730827901,5.864145994,7.659770544,7.315660525,8.207421189,8.828787135,5.912564717,3.975476332,8.157475985,6.382481636,5.47567183,5.603071471,5.157931764,4.736742822,4.761435287,5.339994361,4.990183316,4.085397652,-1.189686678,7.424545926,3.849025192,4.519073209
Lesotho,4.684856037,0.72972822,8.601919079,5.795244408,6.045473329,6.966607297,6.956364954,3.509766158,5.979873535,3.290938123,5.597036059,3.703603436,1.537655894,0.476025052,3.875546776,3.561581834,0.723836067,4.559777164,1.692374174,3.466122228,4.230095228,4.1879141,5.52341967,-1.253757799,5.269670781,4.616413945,6.334083747,1.792525556,1.710549905,3.12406678,3.608907317,-3.138174937,-1.480633158,-1.417993831,-7.458717059,1.852678521,1.285504125,0.898149778
Late-demographic dividend,5.801719844,6.43314868,5.125768445,4.735990121,0.220667895,0.464598166,0.770607181,4.294534009,4.420559965,5.607113614,5.07787776,5.594818804,2.839513561,4.621919043,6.983208323,5.184735977,5.98307844,6.82091802,8.177261651,7.740474776,9.284165762,10.2099771,6.921568274,3.696143425,8.01430635,7.185733586,5.815607241,5.611440451,5.225645262,4.699859913,4.4722485,5.304013965,5.424171409,4.650998891,0.199854475,7.449584002,3.177512741,4.189950212
Lithuania,,,,,,-5.675662997,-21.25897056,-16.22686238,-9.766052037,3.290080184,5.158464317,8.310921562,7.475758724,-1.141571156,3.695525421,6.526108902,6.751414576,10.56595699,6.569490118,7.732367604,7.414121335,11.10748014,2.614423033,-14.83860837,1.651240653,6.03900816,3.843864749,3.550072843,3.537009879,2.024583955,2.518828273,4.282596951,3.993310328,4.665678381,-0.024612495,6.284710039,2.440175465,-0.336086244
Luxembourg,9.983939163,3.950974534,8.463282944,9.798065358,5.319931127,8.644188024,1.819652452,4.200650703,3.820920195,1.432199989,1.398074483,5.419833294,6.67451219,8.175181563,6.938130249,3.074354999,3.2254169,2.619378579,4.231891307,2.482874748,6.016715044,8.098667607,-0.300176194,-3.238954027,3.760413593,1.044298695,1.64990203,3.171790499,2.623086016,2.269784484,4.978190437,1.317187663,1.219321919,2.915847915,-0.909829799,7.168401987,1.380185891,-1.095723616
Latvia,,,,,,-12.59522179,-32.11857046,-4.982979843,2.189911787,-0.944760634,2.588015331,8.836912784,6.335937784,2.756174216,5.675741312,6.323508159,7.088128657,8.422862207,8.284145978,10.72036596,11.97183569,9.941921628,-3.249120723,-14.26014004,-4.45556726,2.573712363,7.042247161,2.007966879,1.902172684,3.885260054,2.368614747,3.312475936,3.990519241,0.587502383,-3.513802842,6.731735278,2.954731771,-0.282539558
"Macao SAR, China",6.693211359,14.29386547,7.810834514,5.024779736,7.980314351,3.659397899,13.29898224,5.185860332,4.25305736,3.295516863,-0.418913314,-0.279062018,-4.571046696,-2.358234563,5.746611203,2.888414128,8.910605549,11.64062796,26.63034271,8.075694247,13.39014692,14.47674114,3.391343491,1.274407072,25.12259456,21.61664808,9.242264993,10.75278008,-2.048303634,-21.51440219,-0.679023627,9.860027316,6.405178494,-2.563522732,-54.33587564,23.53556694,-21.40195058,80.534216
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,-8.00000324,-7.999995069,6.500003637,-12.50000225,4.899999671,,
Morocco,9.271105769,-0.325004076,11.87523598,2.846202581,3.411812226,7.216088154,-2.097738754,-0.7405917,10.58800042,-5.405447872,12.37287627,-1.560702346,7.238552677,1.697061477,2.582180915,7.721825196,3.730197375,6.17110215,4.571380165,3.19224973,7.79082001,3.441067767,5.684539363,3.745769401,3.499557094,5.524645233,3.062343685,4.122212869,2.71924408,4.344582976,0.521185506,5.057898162,3.06564133,2.890974761,-7.178207442,8.02098437,1.258543984,3.177946835
Monaco,2.452364683,2.48457417,4.598601475,4.16365931,2.643454171,1.015128241,1.366639673,-0.913918802,2.21562469,2.117151293,1.110732749,2.237248751,3.503265289,3.300541461,3.910229176,2.187734091,1.026495639,1.087536749,2.470484168,1.875679635,5.794047933,14.4386358,0.739612791,-11.33448499,2.065220038,7.022357966,1.012217961,9.577097956,7.187027898,4.863473211,2.964104586,-3.044121486,5.780346821,7.083460612,-13.0110935,21.86737111,11.09682627,
Moldova,,,,,,-16.00000027,-29.09999992,-1.199999933,-30.90000023,-1.399999055,-5.877060286,1.64706456,-6.542192077,-3.368254477,2.107716082,6.100000399,7.799999658,6.599999958,7.399999734,7.500000149,4.799999837,3.000000226,7.800000145,-6.000000264,7.100000107,5.818166147,-0.589733955,9.043865607,4.999625854,-0.338235622,4.646014363,4.175612051,4.075595466,3.552314085,-8.27597832,13.92999979,-5.015482319,0.78324271
Madagascar,1.960224882,1.174913261,3.40692921,4.074880657,3.12890505,-6.306351592,1.180884948,2.099923181,-0.042101303,1.678592321,2.154204472,3.693492617,3.917074605,4.699227037,4.45685894,5.98023577,-12.40797111,9.784892125,5.257003622,4.755845095,5.398508449,5.710564199,6.712632539,-3.978708612,0.619239745,1.578427054,3.011148116,2.300376228,3.339203112,3.132298075,3.993146062,3.933307595,3.194356517,4.411232129,-7.137671621,5.739615739,3.796199089,3.985371013
Maldives,9.360589099,8.829155696,8.730341786,9.326808326,16.95229746,1.442696061,6.670825315,5.556768951,7.749486245,12.98578456,7.85864718,8.397940706,7.494683157,6.175655827,3.845810232,-3.943634289,7.26838641,13.75004966,5.816366933,-11.22316621,23.60579828,7.12342766,8.979816872,-8.157763215,6.835471356,8.572699128,2.363747489,6.963246632,7.801094807,3.971715703,6.572236066,7.054539014,8.668006242,7.298335745,-32.90882878,37.68719229,13.90667638,3.972795846
Middle East & North Africa,1.012269438,-0.27109853,3.167194942,3.570312357,10.27037873,3.578750391,5.950064298,2.034823727,2.895655708,2.974158216,4.949719249,4.077832313,4.387448459,1.995947026,6.764847901,1.529608273,1.522981811,5.058172264,7.840269733,4.97968652,5.896159796,5.16054571,4.576027486,0.594667396,5.060228679,3.747592823,3.939340388,2.173460042,2.832882412,2.690417306,4.359753776,1.957243597,2.262259344,1.378349639,-4.023299372,5.572890856,5.748362666,1.780039753
Mexico,-3.929959908,2.063363226,1.218261229,3.625448735,5.250043299,3.975904971,3.568613544,2.866999455,4.394127888,-5.910299624,6.218297159,7.198876153,6.185078931,2.755030393,5.029283994,-0.450845253,-0.236588002,1.185544867,3.565441009,2.113247126,4.805013527,2.077863934,0.943331863,-6.295250558,4.971334583,3.444045058,3.55321076,0.852101559,2.503763503,2.702323426,1.772493238,1.871728533,1.972082094,-0.251335755,-8.624555731,5.739208338,3.948999999,3.228736756
Marshall Islands,24.54249932,9.363753789,7.789046767,-1.691608811,2.676246464,0.087825244,7.140858631,6.006240667,5.877726957,8.213253819,-10.30294677,-6.445662796,-0.674122602,-1.334705422,2.45442785,6.930040654,3.635792317,-1.56170055,-0.692279198,1.784691405,0.219614635,3.416279458,-7.646274782,3.698219165,5.446764506,-0.214165889,-1.308868622,3.610449139,-1.15756789,2.100519333,2.144291104,3.733798238,5.659210564,10.35782945,-2.845981661,1.112300902,-0.675525739,3.225998994
Middle income,3.710204324,4.648485512,4.098774647,3.135050274,3.256126071,2.855455794,4.336060891,5.104052666,5.195174561,4.565774305,6.230187176,5.627010382,3.284414714,3.661602263,5.578586209,3.617081317,4.728597773,5.884688774,7.690911343,7.330509158,8.25324132,8.881962017,5.91964385,3.97185492,8.181281878,6.494647786,5.640534166,5.643248306,5.170964721,4.826225858,4.805234352,5.375826617,5.014148382,4.083175498,-1.212720962,7.506216158,3.85059249,4.539564994
North Macedonia,,,,,,-6.170767648,-6.565198677,-7.469271319,-1.758166181,-1.114727694,1.185103889,1.439981337,3.378735647,4.339027913,4.549135783,-3.067256625,1.493665472,2.222601657,4.67408958,4.724088642,5.137025162,6.473486858,5.47200139,-0.358614857,3.358750858,2.339886045,-0.456183224,2.925257665,3.629123513,3.85586514,2.848205194,1.081772738,2.88059671,3.910419538,-4.68845001,4.51067949,2.221705271,1.027415135
Mali,2.692620881,-0.139164289,7.389721044,4.177388109,-2.502395103,11.74520379,-3.21866249,3.172168177,3.779934051,0.921022398,7.055785404,4.829024339,7.57166764,5.700943654,-0.060834972,15.37623946,3.106308252,9.119041995,1.559998661,6.534778775,4.662186878,3.493616813,4.773145081,4.806322267,5.313935279,3.21313378,-0.836734632,2.29506829,7.084683881,6.171800024,5.852299199,5.305456084,4.746484327,4.756160808,-1.235450447,3.052613569,3.474951711,5.236577528
Malta,3.885190007,4.110514452,8.414236296,8.179105581,6.291390958,6.256492082,4.690932431,4.480749359,5.651104737,6.342493183,3.777335762,5.256980145,5.125601231,4.719974882,19.68126938,-1.17469665,2.565263684,4.074067589,0.140268537,3.383593722,2.510142765,4.774705802,3.826359166,-1.133873655,5.543640011,0.467050564,4.117706376,5.473355914,7.633538464,9.608132348,3.381450476,10.86926923,7.416269823,7.124261217,-8.156778765,12.51394717,8.075539118,5.613927783
Myanmar,-1.057348757,-4.005631786,-11.35243948,3.695297423,2.816933273,-0.650616909,9.660942453,6.039410227,7.477958358,6.948051437,6.442715347,5.651582963,5.866213153,10.94512998,13.74593056,11.34399707,12.02551343,13.84399689,13.56466162,13.56895002,13.07610138,11.99143524,10.25530539,10.5500091,9.634439452,5.591482378,7.332670447,8.426001025,8.169907456,6.99284029,5.862472915,6.136108244,6.268862215,6.579110068,-9.04834718,-12.01637248,4.037493436,1.002238343
Middle East & North Africa (excluding high income),-2.945150625,0.088423654,0.764143769,2.441839681,10.94076888,0.52124955,4.457503701,1.499543165,2.039388988,2.572548491,6.180609699,3.941127393,5.957394371,4.31666995,6.033060142,2.773513402,3.142500214,2.282661007,7.729711509,4.47171845,5.277321605,6.015228074,3.716242618,2.551547093,5.358951464,-0.941004604,3.557003513,0.456281091,1.825619968,0.722279033,5.40129283,3.121956371,1.817793764,1.11267383,-4.402837909,6.221257688,4.41129157,2.727094357
Montenegro,,,,,,,,,,,,,4.900005846,-9.399998124,3.100000059,1.099838709,1.903936733,2.482659229,4.426050717,4.180604509,8.56641803,6.810150125,7.222752592,-5.795096995,2.734331082,3.228451021,-2.723790771,3.548979912,1.783698581,3.390381397,2.949280321,4.716465276,5.077888811,4.062944992,-15.30689376,13.04346425,6.406680329,5.981903216
Mongolia,9.374994513,3.458648471,5.107972312,4.178195743,-3.184460178,-8.693544731,-9.256465704,-3.16879155,2.134382695,6.376426886,2.235093843,3.896713584,3.339936599,3.070369011,1.146062137,2.952710543,4.732978466,7.004634574,10.62540596,7.253665438,8.556234817,10.24801636,8.900367941,-1.268598936,6.365161679,17.29077759,12.31981985,11.64891619,7.885225482,2.379835807,1.489784487,5.636876387,7.74488062,5.602244221,-4.557751976,1.636769577,5.032709637,7.022991875
Northern Mariana Islands,,,,,,,,,,,,,,,,,,0.343170899,-3.077975376,-12.70289344,-6.871463217,-6.684027778,-11.06976744,-17.57322176,1.395939086,-7.384230288,0.810810811,2.680965147,4.177545692,3.383458647,29.21212121,23.17073171,-19.26884996,-11.32075472,-29.68085106,,,
Mozambique,-2.299996027,14.70000042,8.19999518,6.500004554,0.999992835,4.925451253,-7.576647249,10.94043503,6.440183695,2.122893806,10.69591098,11.81494594,10.3692325,11.81698653,0.766234956,12.85168202,9.668505347,7.217700866,8.204704948,6.31202378,9.910677568,7.649353938,6.878029426,5.928971875,6.679729357,7.134058423,7.994503161,6.571413897,7.702568448,7.393093699,4.696990242,2.638207373,3.484932024,2.317813947,-1.219522503,2.377435737,4.359800201,5.000024173
Mauritania,5.713579355,1.900384152,1.720397976,4.77758542,-1.771304533,1.788087282,1.874125731,5.873637432,-3.060732225,9.819800419,5.818826634,-4.044696525,2.777804784,3.673178323,-3.918025879,-0.799493816,1.381483962,6.928269551,4.732757925,8.566287249,18.33319876,-1.969422752,-0.331079195,0.097875872,2.620229521,4.172783283,4.470013182,4.150813165,4.274823293,5.376339237,1.260909217,6.270545679,4.772173673,3.14100487,-0.360657379,0.7427155,6.387023096,3.383555191
Mauritius,9.742033321,8.891039827,6.791346748,4.465148607,7.186736771,4.435446262,6.512698583,5.082062956,4.136142861,4.287736571,5.587843927,5.687477419,6.071940178,2.610932344,8.202791749,3.347540727,1.614918659,5.925445489,4.330019855,1.77754302,4.865544608,5.72701616,5.386962542,3.315076998,4.377203223,4.077538066,3.496118365,3.3604061,3.82696982,3.690556904,3.862468263,3.937983806,4.006740572,2.891284993,-14.54653815,3.403798662,8.87988519,6.952287986
Malawi,-0.214802401,1.625239293,3.1772914,1.344689509,5.692294634,8.73023176,-7.332978335,9.691840593,-10.24018171,16.7288173,7.316681781,3.792419093,3.895253506,3.042278136,1.576077624,-4.974963617,1.700000029,5.705639407,5.420497549,3.268726021,4.699999765,9.599999876,7.639736399,8.328109852,6.874065854,4.932669998,1.900000001,5.410349999,5.62527,2.800000001,2.499999999,4,4.391688296,5.448181336,0.799998331,2.751402609,0.923449719,1.539641712
Malaysia,1.240594928,5.191932113,9.937719677,9.059600867,9.008527138,9.545467414,8.885117978,9.894943334,9.212041793,9.829085197,10.00270069,7.32274185,-7.359415188,6.137612011,8.85886817,0.517675319,5.390988307,5.788499286,6.783437724,5.332139161,5.584847067,6.298785927,4.831769889,-1.513528716,7.424847383,5.293912834,5.473454193,4.693722526,6.006721946,5.091532422,4.449781398,5.81272241,4.843086976,4.413187421,-5.456846584,3.297641008,8.650344224,3.680282186
North America,3.35032009,3.506586146,4.196652636,3.557748557,1.74443651,-0.273108205,3.308204869,2.744488331,4.064132892,2.685011835,3.607318116,4.434224651,4.437091253,4.815017414,4.161970417,1.030222543,1.801247401,2.71703866,3.787375448,3.46128323,2.774314639,2.008083046,0.181624378,-2.604607645,2.723959171,1.686211317,2.243378598,2.133496888,2.549447137,2.761104558,1.757413592,2.502844962,2.947893142,2.422733377,-2.434355246,5.761285546,2.078673679,2.429616697
Namibia,4.767269666,3.553769141,0.813148943,1.858674962,2.04745994,8.165612503,7.189342523,-1.579539159,1.729879488,3.899014221,3.191324301,4.220100304,3.291585621,3.369278424,3.492183364,1.177948695,4.788661219,4.239794296,12.2695481,2.529262658,7.073175318,5.374044152,2.649812038,0.295970914,6.03924948,5.091338139,5.06168207,5.614719623,6.09251916,4.264174538,0.03379445,-1.027250827,1.059943471,-0.839154686,-8.101400746,3.603829192,5.349664086,4.159985738
New Caledonia,-1.000003496,5.700002746,34.60000065,10.99999947,3.600001272,4.900028144,0.519994838,0.529794655,2.590186906,5.940031102,0.449879084,2.00715233,-3.200275527,0.900172519,2.100108827,,,,,,,,,,,,,,,,,,3.995707282,-1.400000002,-2.400000001,-2.099999998,3.499999996,
Niger,6.352137303,0.08828136,6.871150137,0.957045973,-1.308478285,-0.4394891,2.000752361,0.321655474,1.854778791,2.457244122,0.100530504,1.527475711,9.972614956,-0.219562518,-1.208477741,7.268134902,4.918470576,2.170610384,0.363801579,7.331868843,5.931049974,3.142724084,7.731414228,1.962600907,8.578166743,2.357756936,10.54894458,5.315130634,6.642136655,4.392648832,5.740893151,5.005360786,7.211418028,5.939852571,3.550641094,1.383596362,11.9,2.5
Nigeria,0.060945274,3.200125467,7.334025488,1.919381296,11.77688593,0.358352602,4.631192946,-2.035118774,-1.814924485,-0.072664764,4.195924047,2.937099419,2.581254102,0.584126893,5.015934759,5.917684649,15.32915574,7.347194968,9.250558229,6.438516525,6.059428032,6.591130361,6.764472778,8.036925101,8.005655916,5.307924203,4.230061175,6.671335393,6.309718655,2.652693295,-1.616868949,0.805886619,1.922757342,2.208429277,-1.794253083,3.647186541,3.251681408,2.860214991
Nicaragua,-1.017309161,-0.706352942,-12.44982204,-1.738216331,-0.052499721,-0.189281494,0.386346578,-0.392936047,3.337726113,5.911907937,6.344268361,3.966650928,3.711681464,7.035970464,4.101590251,2.960843491,0.753938876,2.520732896,5.31217057,4.282398338,4.153199588,5.075817499,3.434772163,-3.291292128,4.409645499,6.317476383,6.495979229,4.926115047,4.785847059,4.792702232,4.562927609,4.631383681,-3.363705717,-2.896488078,-1.755380361,10.31544841,3.752284757,4.569732333
